Gate Type,Fan-In,Fan-Out,Total Gate Count,Critical Path,Logic Depth
AND,1,4,21382,9,3
OR,2,1,23561,8,5
AND,1,1,19710,10,5
AND,4,2,17851,7,5
OR,5,3,15269,10,9
NAND,2,3,22381,7,8
AND,3,2,23061,10,3
NOT,5,1,21919,6,9
NAND,2,3,15907,6,5
XOR,2,3,24735,8,7
OR,5,3,16366,5,6
NAND,3,2,23327,6,4
OR,2,3,15894,8,8
XOR,3,2,20745,10,9
NOT,5,4,24778,5,3
NOT,5,3,16196,6,8
NAND,1,1,17078,10,7
XOR,3,1,18744,5,9
OR,4,4,22778,8,5
NAND,5,1,16330,7,5
XOR,3,1,24833,5,5
OR,2,3,17139,7,3
OR,2,2,17509,8,8
OR,4,1,22504,6,9
AND,2,3,23102,10,8
OR,5,4,15253,6,6
NOT,3,4,19406,5,7
NOT,4,4,17073,7,5
NAND,4,1,22355,8,3
AND,4,3,22371,6,3
OR,2,3,20161,9,4
AND,4,2,17282,5,7
XOR,5,2,18385,8,5
XOR,5,3,20539,8,8
XOR,4,1,22715,9,9
XOR,5,1,15045,7,7
NOT,2,1,24748,9,4
AND,3,3,16953,10,5
OR,5,1,23371,10,3
AND,5,4,20574,10,3
NAND,2,4,17668,5,5
NOT,4,2,20045,5,3
NAND,4,3,18973,8,5
NOT,3,4,24126,6,8
AND,4,4,15347,10,8
OR,5,1,22635,7,3
AND,2,1,23465,7,7
NAND,1,2,20955,9,7
NOT,2,4,15021,5,8
XOR,5,4,19703,8,8
AND,1,4,15472,8,7
NAND,4,2,23750,6,7
NOT,2,4,15477,5,9
NOT,3,2,21385,9,6
OR,5,2,18370,5,8
NOT,5,3,16308,9,9
AND,1,3,16056,9,7
OR,4,1,24285,7,8
XOR,2,4,16168,9,3
NAND,3,4,19244,6,5
AND,4,2,16799,8,7
AND,4,4,20268,8,3
NOT,4,3,19665,5,4
AND,1,4,16029,7,7
NAND,2,3,24757,7,5
OR,1,3,17043,7,9
NOT,2,2,17838,7,4
NOT,1,2,16632,5,8
NOT,3,4,17601,8,4
OR,4,2,16739,9,4
NOT,4,2,23886,10,4
XOR,4,2,21287,5,8
NOT,1,2,18312,9,7
NAND,5,4,18643,9,4
XOR,2,2,16454,6,8
NOT,5,3,24159,9,4
XOR,4,1,21390,9,7
OR,1,3,23453,8,5
OR,3,2,24352,7,9
XOR,3,1,20103,8,7
XOR,3,4,24618,6,4
XOR,3,3,21765,9,7
NAND,3,4,16251,9,6
NOT,1,3,19104,9,4
NAND,1,1,19191,7,9
XOR,2,4,19475,8,8
OR,4,4,16544,8,4
AND,3,1,15809,8,8
NAND,4,1,23718,9,5
NAND,1,1,18102,7,7
AND,2,3,15600,6,4
NAND,4,3,16992,7,4
AND,5,2,24182,5,4
OR,3,3,17165,6,5
AND,1,1,19064,8,4
NAND,4,1,16056,5,8
NOT,4,1,18452,8,7
XOR,1,2,21733,5,9
OR,1,4,17990,7,4
AND,1,1,18609,10,5
XOR,2,3,23942,8,4
NAND,4,1,17596,10,4
NAND,4,4,23778,7,3
NOT,1,2,15912,9,3
NAND,2,1,22293,6,7
NAND,3,2,18831,5,8
XOR,5,2,17454,9,9
XOR,3,3,15973,5,4
AND,1,4,19678,6,8
NAND,3,3,18625,6,3
NOT,3,4,20575,10,9
OR,4,1,18457,6,9
AND,1,4,20074,5,7
XOR,1,1,16366,7,5
OR,1,1,15711,7,3
XOR,2,1,15048,7,9
OR,2,3,22363,10,5
OR,1,2,23165,9,3
NOT,4,1,16018,10,9
AND,4,4,15953,5,3
NOT,5,2,15151,7,4
NAND,1,1,17992,5,4
OR,3,3,22383,6,8
AND,3,1,18255,6,9
NOT,5,4,18871,7,4
NOT,2,1,18434,6,4
NAND,3,1,21813,6,4
NOT,1,1,23648,6,4
XOR,3,1,23435,9,5
OR,5,2,21364,9,3
NAND,4,1,19483,7,9
AND,4,1,20650,10,3
OR,3,1,17779,5,7
NAND,2,3,22098,6,5
AND,2,4,18391,7,9
AND,2,3,17314,9,4
XOR,4,4,18401,9,7
NAND,4,1,23712,8,3
XOR,2,2,18033,7,3
OR,1,1,23325,9,9
NAND,1,1,19572,8,3
AND,3,3,20945,6,8
OR,4,1,24331,7,3
NAND,4,1,20647,5,9
AND,4,1,19508,10,9
XOR,3,1,20469,10,4
NOT,5,2,18814,7,5
NAND,3,4,15111,5,8
OR,5,4,18666,9,8
AND,3,3,22507,5,8
XOR,3,4,24074,9,3
NOT,5,1,16553,6,7
OR,2,3,23820,6,9
AND,4,4,22972,7,6
XOR,3,1,18879,5,4
OR,3,4,18728,7,3
NOT,3,2,18387,5,3
NOT,2,3,24293,10,8
NOT,2,2,22060,8,8
NOT,1,2,15824,7,8
NAND,3,1,24849,7,8
NAND,2,3,21239,10,3
OR,4,2,17577,7,7
AND,2,1,24884,10,9
XOR,4,3,24750,5,8
AND,2,2,23339,9,9
NAND,5,2,22420,8,8
AND,1,2,24388,6,4
OR,2,1,24788,5,4
NAND,3,1,24551,7,3
OR,4,3,23985,10,3
XOR,1,1,24671,6,4
OR,5,2,21856,7,4
AND,2,4,19699,5,8
AND,4,3,16481,7,6
XOR,1,3,19448,10,7
XOR,4,3,18434,6,5
OR,2,1,20242,6,5
OR,4,4,20582,8,3
XOR,4,1,21007,10,9
NAND,1,2,21398,6,3
NOT,2,3,23407,8,3
NAND,4,1,18073,7,4
OR,4,1,20732,8,7
XOR,2,3,24345,5,7
NOT,4,2,17376,9,9
NAND,4,2,20715,8,3
AND,4,3,22682,10,4
XOR,1,2,20716,10,3
OR,2,1,24742,6,9
OR,1,4,15795,10,9
NAND,1,4,23932,10,9
OR,2,1,24001,10,8
AND,4,4,17131,9,7
XOR,4,2,20299,10,9
NAND,2,1,16276,7,4
NAND,5,1,15646,6,5
OR,1,2,21198,10,8
NOT,3,3,23913,8,9
NOT,1,3,16875,8,6
XOR,1,3,23520,6,6
OR,4,1,17875,10,3
NAND,2,4,24476,6,5
AND,1,2,18542,10,5
NAND,1,4,24049,7,5
NAND,5,2,17324,7,9
NAND,1,2,20318,6,4
NAND,4,1,19745,9,3
AND,1,2,16269,9,7
NOT,4,3,16598,6,4
NOT,3,4,20153,6,6
AND,4,2,16502,10,8
AND,5,2,18177,9,4
AND,1,1,18885,9,8
XOR,5,4,17304,10,9
NAND,4,2,18725,7,6
NOT,1,2,16717,10,6
XOR,3,2,17225,5,9
NOT,1,4,21661,8,5
NOT,5,1,16208,7,8
